th	phi	th1	phi1	sign_l
1.5707963267948966	-3.141592653589793	-7.941350418702464e-17	1.5707963267948966	-1.0
1.5707963267948966	-3.135769497605382	-0.003776142226611464	1.5707963267948966	-1.0
1.5707963267948966	-3.129946341620971	-0.00755254705910127	1.5707963267948966	-1.0
1.5707963267948966	-3.12412318563656	-0.011329477130362198	1.5707963267948966	-1.0
1.5707963267948966	-3.118300029652149	-0.015107195170434112	1.5707963267948966	-1.0
1.5707963267948966	-3.1124768736677377	-0.01888596286352665	1.5707963267948966	-1.0
1.5707963267948966	-3.1066537176833267	-0.022666043561389293	1.5707963267948966	-1.0
1.5707963267948966	-3.100830561698915	-0.026447700831378894	1.5707963267948966	-1.0
1.5707963267948966	-3.095007405714504	-0.03023129435162813	1.5707963267948966	-1.0
1.5707963267948966	-3.089184249730093	-0.03401690890935484	1.5707963267948966	-1.0
1.5707963267948966	-3.083361093745682	-0.037805012955436916	1.5707963267948966	-1.0
1.5707963267948966	-3.077537937761271	-0.04159564482810738	1.5707963267948966	-1.0
1.5707963267948966	-3.0717147817768597	-0.045389178546455994	1.5707963267948966	-1.0
1.5707963267948966	-3.0658916257924487	-0.04918603695103858	1.5707963267948966	-1.0
1.5707963267948966	-3.0600684698080376	-0.05298635637295922	1.5707963267948966	-1.0
1.5707963267948966	-3.0542453138236265	-0.05679022657531809	1.5707963267948966	-1.0
1.5707963267948966	-3.0484221578392154	-0.06059826410582087	1.5707963267948966	-1.0
1.5707963267948966	-3.0425990018548044	-0.06441036080046453	1.5707963267948966	-1.0
1.5707963267948966	-3.0367758458703933	-0.06822721479983544	1.5707963267948966	-1.0
1.5707963267948966	-3.030952689885982	-0.0720488787998232	1.5707963267948966	-1.0
1.5707963267948966	-3.025129533901571	-0.07587563564625618	1.5707963267948966	-1.0
1.5707963267948966	-3.0193063779171596	-0.07970776234308008	1.5707963267948966	-1.0
1.5707963267948966	-3.0134832219327485	-0.08354527440718666	1.5707963267948966	-1.0
1.5707963267948966	-3.0076600659483375	-0.08738896480792759	1.5707963267948966	-1.0
1.5707963267948966	-3.0018369099639264	-0.09123885439881285	1.5707963267948966	-1.0
1.5707963267948966	-2.9960137539795153	-0.09509526242211118	1.5707963267948966	-1.0
1.5707963267948966	-2.9901905979951042	-0.09895844030127553	1.5707963267948966	-1.0
1.5707963267948966	-2.984367442010693	-0.10282900488980602	1.5707963267948966	-1.0
1.5707963267948966	-2.978544286026282	-0.10670661371015544	1.5707963267948966	-1.0
1.5707963267948966	-2.972721130041871	-0.11059186697562522	1.5707963267948966	-1.0
1.5707963267948966	-2.96689797405746	-0.11448506512207984	1.5707963267948966	-1.0
1.5707963267948966	-2.961074818073049	-0.11838650531733379	1.5707963267948966	-1.0
1.5707963267948966	-2.9552516620886378	-0.12229685930663911	1.5707963267948966	-1.0
1.5707963267948966	-2.9494285061042267	-0.12621567869690228	1.5707963267948966	-1.0
1.5707963267948966	-2.9436053501198156	-0.1301436134639635	1.5707963267948966	-1.0
1.5707963267948966	-2.937782194135404	-0.13408146737289098	1.5707963267948966	-1.0
1.5707963267948966	-2.931959038150993	-0.138028648423111	1.5707963267948966	-1.0
1.5707963267948966	-2.926135882166582	-0.1419863348843993	1.5707963267948966	-1.0
1.5707963267948966	-2.920312726182171	-0.1459544066546762	1.5707963267948966	-1.0
1.5707963267948966	-2.91448957019776	-0.14993279264473283	1.5707963267948966	-1.0
1.5707963267948966	-2.9086664142133487	-0.15392265479145742	1.5707963267948966	-1.0
1.5707963267948966	-2.9028432582289376	-0.15792388497463758	1.5707963267948966	-1.0
1.5707963267948966	-2.8970201022445266	-0.16193632515952955	1.5707963267948966	-1.0
1.5707963267948966	-2.8911969462601155	-0.16596129121055392	1.5707963267948966	-1.0
1.5707963267948966	-2.8853737902757044	-0.16999862161973645	1.5707963267948966	-1.0
1.5707963267948966	-2.8795506342912933	-0.17404866099993951	1.5707963267948966	-1.0
1.5707963267948966	-2.8737274783068822	-0.17811176817651184	1.5707963267948966	-1.0
1.5707963267948966	-2.867904322322471	-0.18218826942392038	1.5707963267948966	-1.0
1.5707963267948966	-2.8620811663380596	-0.18627852388283522	1.5707963267948966	-1.0
1.5707963267948966	-2.856258010353649	-0.19038290329611163	1.5707963267948966	-1.0
1.5707963267948966	-2.8504348543692375	-0.19450174553991514	1.5707963267948966	-1.0
1.5707963267948966	-2.8446116983848264	-0.1986354316966643	1.5707963267948966	-1.0
1.5707963267948966	-2.8387885424004153	-0.20278494615900244	1.5707963267948966	-1.0
1.5707963267948966	-2.8329653864160043	-0.20694942654353024	1.5707963267948966	-1.0
1.5707963267948966	-2.827142230431593	-0.21112990323793815	1.5707963267948966	-1.0
1.5707963267948966	-2.821319074447182	-0.21532736552455944	1.5707963267948966	-1.0
1.5707963267948966	-2.815495918462771	-0.21954093576076422	1.5707963267948966	-1.0
1.5707963267948966	-2.80967276247836	-0.22377232603221586	1.5707963267948966	-1.0
1.5707963267948966	-2.803849606493949	-0.22802056402436344	1.5707963267948966	-1.0
1.5707963267948966	-2.798026450509538	-0.23228751677523393	1.5707963267948966	-1.0
1.5707963267948966	-2.7922032945251267	-0.23657281857134232	1.5707963267948966	-1.0
1.5707963267948966	-2.7863801385407156	-0.24087623419568802	1.5707963267948966	-1.0
1.5707963267948966	-2.7805569825563046	-0.24519958254655086	1.5707963267948966	-1.0
1.5707963267948966	-2.774733826571893	-0.24954261325186738	1.5707963267948966	-1.0
1.5707963267948966	-2.768910670587482	-0.25390575445532415	1.5707963267948966	-1.0
1.5707963267948966	-2.763087514603071	-0.2582894639456139	1.5707963267948966	-1.0
1.5707963267948966	-2.75726435861866	-0.26269418965025415	1.5707963267948966	-1.0
1.5707963267948966	-2.7514412026342487	-0.26712040234101964	1.5707963267948966	-1.0
1.5707963267948966	-2.7456180466498377	-0.27156856282867675	1.5707963267948966	-1.0
1.5707963267948966	-2.7397948906654266	-0.2760391637042843	1.5707963267948966	-1.0
1.5707963267948966	-2.7339717346810155	-0.2805334859690244	1.5707963267948966	-1.0
1.5707963267948966	-2.7281485786966044	-0.2850504367169838	1.5707963267948966	-1.0
1.5707963267948966	-2.7223254227121934	-0.28959126995736334	1.5707963267948966	-1.0
1.5707963267948966	-2.7165022667277823	-0.2941574347887143	1.5707963267948966	-1.0
1.5707963267948966	-2.710679110743371	-0.2987476856658691	1.5707963267948966	-1.0
1.5707963267948966	-2.70485595475896	-0.3033642958468893	1.5707963267948966	-1.0
1.5707963267948966	-2.6990327987745486	-0.30800695620849455	1.5707963267948966	-1.0
1.5707963267948966	-2.6932096427901375	-0.3126752858714296	1.5707963267948966	-1.0
1.5707963267948966	-2.6873864868057264	-0.31737172530567015	1.5707963267948966	-1.0
1.5707963267948966	-2.6815633308213154	-0.3220958615494726	1.5707963267948966	-1.0
1.5707963267948966	-2.6757401748369043	-0.3268483037773591	1.5707963267948966	-1.0
