th	phi	th1	phi1	sign_l
0.0	0.0	0.0	2.841440655001085	1.0
0.10833078115826873	0.0	0.0	1.6575270800373965	1.0
0.21666156231653746	0.0	0.0	1.6137856680982021	1.0
0.3249923434748062	0.0	0.0	1.598904556971594	1.0
0.43332312463307493	0.0	0.0	1.5912805681794737	1.0
0.5416539057913436	0.0	0.0	1.5865380021072832	1.0
0.6499846869496124	0.0	0.0	1.5832577277968327	1.0
0.7583154681078811	0.0	0.0	1.5808083348474802	1.0
0.8666462492661499	0.0	0.0	1.5788440233932728	1.0
0.9749770304244186	0.0	0.0	1.577227139591955	1.0
1.0833078115826873	0.0	0.0	1.5758200023146092	1.0
1.191638592740956	0.0	0.0	1.574574232490774	1.0
1.2999693738992248	0.0	0.0	1.5734279154324486	1.0
1.4083001550574936	0.0	0.0	1.5723524536115154	1.0
1.5166309362157622	0.0	0.0	1.571310736435602	1.0
1.624961717374031	0.0	0.0	1.570281917154191	1.0
1.7332924985322997	0.0	0.0	1.5692401999782777	1.0
1.8416232796905685	0.0	0.0	1.5681647381573443	1.0
1.9499540608488373	0.0	0.0	1.567018421099019	1.0
2.058284842007106	0.0	0.0	1.565772651275184	1.0
2.1666156231653746	0.0	0.0	1.564365513997838	1.0
2.2749464043236434	0.0	0.0	1.5627486301965205	1.0
2.383277185481912	0.0	0.0	1.5607843187423127	1.0
2.491607966640181	0.0	0.0	1.5583349257929608	1.0
2.5999387477984497	0.0	0.0	1.55505465148251	1.0
2.7082695289567185	0.0	0.0	1.5503120854103196	1.0
2.8166003101149872	0.0	0.0	1.542688096618199	1.0
2.9249310912732556	0.0	0.0	1.5278069854915906	1.0
3.0332618724315243	0.0	0.0	1.484065573552397	1.0
3.141592653589793	0.0	0.0	0.30015199858870434	1.0
0.0	0.10649466622338281	0.0	2.841440655001085	1.0
0.10833078115826873	0.10649466622338281	0.0010108996986096228	1.6580216401985355	1.0
0.21666156231653746	0.10649466622338281	0.001012188074686944	1.614030871722155	1.0
0.3249923434748062	0.10649466622338281	0.001012909056779953	1.5990709220872967	1.0
0.43332312463307493	0.10649466622338281	0.0010131896000976823	1.5913964910532867	1.0
0.5416539057913436	0.10649466622338281	0.0010129608879547451	1.5866337323845596	1.0
0.6499846869496124	0.10649466622338281	0.0010134782100926973	1.583338371518034	1.0
0.7583154681078811	0.10649466622338281	0.001013478011638563	1.58086166059545	1.0
0.8666462492661499	0.10649466622338281	0.0010126296658573121	1.5788882288060708	1.0
0.9749770304244186	0.10649466622338281	0.001013856696120715	1.5772633477184386	1.0
1.0833078115826873	0.10649466622338281	0.0010130083718546334	1.5758489260494024	1.0
1.191638592740956	0.10649466622338281	0.0010137601169737203	1.5745963426889087	1.0
1.2999693738992248	0.10649466622338281	0.0010134401983951092	1.5734435217650744	1.0
1.4083001550574936	0.10649466622338281	0.0010127966860472466	1.5723584114730067	1.0
1.5166309362157622	0.10649466622338281	0.0010145340364946188	1.57131382250459	1.0
1.624961717374031	0.10649466622338281	0.001014534036494631	1.5702788310852032	1.0
1.7332924985322997	0.10649466622338281	0.0010127966860472473	1.5692342421167864	1.0
1.8416232796905685	0.10649466622338281	0.0010134401983951024	1.5681491318247187	1.0
1.9499540608488373	0.10649466622338281	0.0010137601169737183	1.5669963109008844	1.0
2.058284842007106	0.10649466622338281	0.001013008371854635	1.5657437275403905	1.0
2.1666156231653746	0.10649466622338281	0.0010138566961207108	1.5643293058713545	1.0
2.2749464043236434	0.10649466622338281	0.001012629665857317	1.5627044247837223	1.0
2.383277185481912	0.10649466622338281	0.001013478011638572	1.5607309929943434	1.0
2.491607966640181	0.10649466622338281	0.001013478210092693	1.558254282071759	1.0
2.5999387477984497	0.10649466622338281	0.0010129608879547419	1.5549589212052335	1.0
2.7082695289567185	0.10649466622338281	0.0010131896000976795	1.5501961625365064	1.0
2.8166003101149872	0.10649466622338281	0.001012909056779951	1.5425217315024966	1.0
2.9249310912732556	0.10649466622338281	0.001012188074686945	1.5275617818676381	1.0
3.0332618724315243	0.10649466622338281	0.0010108996986096233	1.483571013391258	1.0
3.141592653589793	0.10649466622338281	4.205841650266468e-17	0.3001519985887048	1.0
0.0	0.21298933244676563	0.0	2.841440655001085	1.0
0.10833078115826873	0.21298933244676563	0.002045156115258256	1.6595241165749777	1.0
0.21666156231653746	0.21298933244676563	0.0020476418957779295	1.6147759397601371	1.0
0.3249923434748062	0.21298933244676563	0.0020489638994136685	1.5995566242401875	1.0
0.43332312463307493	0.21298933244676563	0.0020493681612368786	1.5917487839117228	1.0
0.5416539057913436	0.21298933244676563	0.0020491682591940014	1.5869066723258285	1.0
0.6499846869496124	0.21298933244676563	0.002049511294283732	1.5835501562409497	1.0
0.7583154681078811	0.21298933244676563	0.0020509513007575006	1.5810388230481236	1.0
0.8666462492661499	0.21298933244676563	0.0020505667167681142	1.5790360127264487	1.0
0.9749770304244186	0.21298933244676563	0.0020505371991313428	1.577373393882444	1.0
1.0833078115826873	0.21298933244676563	0.0020495803934741093	1.5759368080825609	1.0
1.191638592740956	0.21298933244676563	0.002051668765060382	1.57466350796707	1.0
1.2999693738992248	0.21298933244676563	0.0020514851337549785	1.573490920398287	1.0
1.4083001550574936	0.21298933244676563	0.0020505130990865522	1.5723866374582387	1.0
1.5166309362157622	0.21298933244676563	0.002049767595738416	1.571322079951975	1.0
1.624961717374031	0.21298933244676563	0.002049767595738413	1.5702705736378182	1.0
1.7332924985322997	0.21298933244676563	0.0020505130990865613	1.5692060161315544	1.0
1.8416232796905685	0.21298933244676563	0.0020514851337549876	1.5681017331915064	1.0
1.9499540608488373	0.21298933244676563	0.002051668765060399	1.5669291456227232	1.0
2.058284842007106	0.21298933244676563	0.002049580393474134	1.5656558455072325	1.0
2.1666156231653746	0.21298933244676563	0.0020505371991313428	1.5642192597073492	1.0
2.2749464043236434	0.21298933244676563	0.0020505667167681273	1.5625566408633442	1.0
2.383277185481912	0.21298933244676563	0.002050951300757497	1.5605538305416693	1.0
2.491607966640181	0.21298933244676563	0.002049511294283733	1.5580424973488434	1.0
2.5999387477984497	0.21298933244676563	0.0020491682591939936	1.5546859812639646	1.0
2.7082695289567185	0.21298933244676563	0.002049368161236889	1.5498438696780708	1.0
2.8166003101149872	0.21298933244676563	0.002048963899413663	1.5420360293496056	1.0
2.9249310912732556	0.21298933244676563	0.0020476418957779364	1.5268167138296553	1.0
3.0332618724315243	0.21298933244676563	0.002045156115258257	1.4820685370148154	1.0
3.141592653589793	0.21298933244676563	8.364029434066414e-17	0.30015199858870467	1.0
0.0	0.31948399867014843	0.0	2.841440655001085	1.0
0.10833078115826873	0.31948399867014843	0.0031279298118853144	1.6621141554921843	1.0
0.21666156231653746	0.31948399867014843	0.003132130916107811	1.6160708304130054	1.0
0.3249923434748062	0.31948399867014843	0.003133803249052487	1.600400763311219	1.0
0.43332312463307493	0.31948399867014843	0.0031353673428413747	1.5923704283616567	1.0
0.5416539057913436	0.31948399867014843	0.003135207398151838	1.5873854863416075	1.0
0.6499846869496124	0.31948399867014843	0.003137021670482159	1.5839346368439855	1.0
0.7583154681078811	0.31948399867014843	0.0031345226162544535	1.5813318020972353	1.0
0.8666462492661499	0.31948399867014843	0.0031368485826384143	1.57927958841056	1.0
0.9749770304244186	0.31948399867014843	0.003133984530598167	1.5775617387376946	1.0
1.0833078115826873	0.31948399867014843	0.0031343740267406562	1.5760871415814879	1.0
1.191638592740956	0.31948399867014843	0.003138950059780632	1.574778358258988	1.0
1.2999693738992248	0.31948399867014843	0.00313355073891438	1.5735664221172363	1.0
1.4083001550574936	0.31948399867014843	0.0031391047361799167	1.5724348716922736	1.0
1.5166309362157622	0.31948399867014843	0.003138379271706759	1.5713380978888545	1.0
1.624961717374031	0.31948399867014843	0.0031383792717068174	1.5702545557009386	1.0
1.7332924985322997	0.31948399867014843	0.0031391047361798703	1.5691577818975195	1.0
1.8416232796905685	0.31948399867014843	0.003133550738914365	1.568026231472557	1.0
1.9499540608488373	0.31948399867014843	0.0031389500597806376	1.566814295330805	1.0
2.058284842007106	0.31948399867014843	0.00313437402674064	1.565505512008305	1.0
2.1666156231653746	0.31948399867014843	0.003133984530598205	1.564030914852099	1.0
2.2749464043236434	0.31948399867014843	0.0031368485826384074	1.5623130651792334	1.0
2.383277185481912	0.31948399867014843	0.0031345226162544687	1.560260851492558	1.0
2.491607966640181	0.31948399867014843	0.0031370216704821705	1.5576580167458072	1.0
2.5999387477984497	0.31948399867014843	0.0031352073981518393	1.5542071672481865	1.0
2.7082695289567185	0.31948399867014843	0.0031353673428413846	1.549222225228137	1.0
2.8166003101149872	0.31948399867014843	0.0031338032490524715	1.5411918902785744	1.0
2.9249310912732556	0.31948399867014843	0.0031321309161078024	1.5255218231767878	1.0
3.0332618724315243	0.31948399867014843	0.00312792981188532	1.4794784980976097	1.0
3.141592653589793	0.31948399867014843	1.242744942228183e-16	0.3001519985887039	1.0
0.0	0.42597866489353126	0.0	2.841440655001085	1.0
0.10833078115826873	0.42597866489353126	0.004289650498421359	1.6659615324322286	1.0
0.21666156231653746	0.42597866489353126	0.004297560883099874	1.6180104383832874	1.0
0.3249923434748062	0.42597866489353126	0.004298261855870768	1.6016586713544725	1.0
0.43332312463307493	0.42597866489353126	0.004300426580639994	1.5932874923722122	1.0
0.5416539057913436	0.42597866489353126	0.004300077534176465	1.5880902261088334	1.0
0.6499846869496124	0.42597866489353126	0.00430207828905884	1.5844912664392492	1.0
0.7583154681078811	0.42597866489353126	0.004300668430771128	1.5817833304089086	1.0
