th	phi	phi1	th1	sign_l
1.5707963267948966	-3.141592653589793	-1.8904282854247405e-17	1.5707963267948966	-1.0
1.5707963267948966	-3.135769497605382	-0.0008989140233202014	1.5707963267948966	-1.0
1.5707963267948966	-3.129946341620971	-0.001797887899008069	1.5707963267948966	-1.0
1.5707963267948966	-3.12412318563656	-0.002696981495394219	1.5707963267948966	-1.0
1.5707963267948966	-3.118300029652149	-0.003596254712412904	1.5707963267948966	-1.0
1.5707963267948966	-3.1124768736677377	-0.004495767497526422	1.5707963267948966	-1.0
1.5707963267948966	-3.1066537176833267	-0.005395579861570665	1.5707963267948966	-1.0
1.5707963267948966	-3.100830561698915	-0.006295751866695034	1.5707963267948966	-1.0
1.5707963267948966	-3.095007405714504	-0.007196435739324415	1.5707963267948966	-1.0
1.5707963267948966	-3.089184249730093	-0.00809751928626222	1.5707963267948966	-1.0
1.5707963267948966	-3.083361093745682	-0.008999143419511956	1.5707963267948966	-1.0
1.5707963267948966	-3.077537937761271	-0.009901495221760278	1.5707963267948966	-1.0
1.5707963267948966	-3.0717147817768597	-0.010804394007953456	1.5707963267948966	-1.0
1.5707963267948966	-3.0658916257924487	-0.01170816506633115	1.5707963267948966	-1.0
1.5707963267948966	-3.0600684698080376	-0.0126125822543346	1.5707963267948966	-1.0
1.5707963267948966	-3.0542453138236265	-0.013518017125349436	1.5707963267948966	-1.0
1.5707963267948966	-3.0484221578392154	-0.014424198110549888	1.5707963267948966	-1.0
1.5707963267948966	-3.0425990018548044	-0.015331543148758004	1.5707963267948966	-1.0
1.5707963267948966	-3.0367758458703933	-0.016239941943352883	1.5707963267948966	-1.0
1.5707963267948966	-3.030952689885982	-0.017149238870939096	1.5707963267948966	-1.0
1.5707963267948966	-3.025129533901571	-0.01805992133611318	1.5707963267948966	-1.0
1.5707963267948966	-3.0193063779171596	-0.018971845648131362	1.5707963267948966	-1.0
1.5707963267948966	-3.0134832219327485	-0.019885075156684355	1.5707963267948966	-1.0
1.5707963267948966	-3.0076600659483375	-0.02079940981916649	1.5707963267948966	-1.0
1.5707963267948966	-3.0018369099639264	-0.02171542964408245	1.5707963267948966	-1.0
